Week,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),Mean temperature (Degree C)
Week141 (2013-02-03),14.914285714285713,5.018367346938776,113.2,9.966326530612244
Week142 (2013-02-10),20.46938775510204,10.224489795918368,9.4,15.346938775510203
Week143 (2013-02-17),19.087755102040816,7.963265306122449,91.4,13.525510204081632
Week144 (2013-02-24),18.928571428571427,9.63469387755102,63.6,14.281632653061223
Week145 (2013-03-03),14.818367346938777,7.59795918367347,845.4,11.208163265306123
Week146 (2013-03-10),20.869387755102043,10.306122448979592,0.2,15.587755102040816
Week147 (2013-03-17),16.189795918367345,8.375510204081632,75.2,12.282653061224488
Week148 (2013-03-24),10.840816326530613,3.128571428571429,408.59999999999997,6.98469387755102
Week149 (2013-03-31),12.977551020408162,5.2877551020408164,449.6,9.13265306122449
Week150 (2013-04-07),11.23469387755102,2.993877551020408,49.8,7.114285714285714
Week151 (2013-04-14),12.93469387755102,6.2693877551020405,52.4,9.60204081632653
Week152 (2013-04-21),7.040816326530612,0.9448979591836734,119.39999999999999,3.9928571428571424
Week153 (2013-04-28),7.244897959183674,1.7857142857142858,146.6,4.51530612244898
Week154 (2013-05-05),7.228571428571429,0.1836734693877551,102.6,3.706122448979592
Week155 (2013-05-12),11.03061224489796,2.5448979591836736,1.7999999999999998,6.7877551020408164
Week156 (2013-05-19),1.0775510204081633,-1.3510204081632653,543.8,-0.136734693877551
Week157 (2013-05-26),4.828571428571428,-1.2591836734693878,94.4,1.7846938775510202
Week158 (2013-06-02),6.1408163265306115,1.6489795918367347,801.4,3.894897959183673
Week159 (2013-06-09),7.2562500000000005,-0.6673469387755101,160.0,3.2944515306122453
Week160 (2013-06-16),2.5285714285714285,-0.7693877551020408,367.0,0.8795918367346938
Week161 (2013-06-23),1.8183673469387758,-3.73265306122449,96.2,-0.9571428571428571
Week162 (2013-06-30),5.097872340425532,-0.8145833333333333,99.60000000000001,2.1416445035460994
Week163 (2013-07-07),1.1897959183673468,-2.377083333333333,144.2,-0.5936437074829932
Week164 (2013-07-14),2.546938775510204,-3.1265306122448977,82.8,-0.28979591836734686
Week165 (2013-07-21),2.9428571428571426,0.7020408163265306,815.6,1.8224489795918366
Week166 (2013-07-28),2.7653061224489797,-2.9489795918367347,51.8,-0.09183673469387754
Week167 (2013-08-04),2.416326530612245,-2.126530612244898,297.6,0.14489795918367343
Week168 (2013-08-11),1.2326530612244897,-3.010204081632653,409.2,-0.8887755102040816
Week169 (2013-08-18),1.6020408163265305,-2.910204081632653,379.6,-0.6540816326530612
Week170 (2013-08-25),0.5291666666666667,-3.3448979591836734,426.8,-1.4078656462585033
Week171 (2013-09-01),6.977551020408163,1.120408163265306,126.6,4.048979591836734
Week172 (2013-09-08),10.244897959183673,4.236734693877551,29.6,7.240816326530612
Week173 (2013-09-15),5.336734693877551,-1.5816326530612246,155.8,1.8775510204081631
Week174 (2013-09-22),4.791836734693877,0.2571428571428571,577.4,2.524489795918367
Week175 (2013-09-29),8.251020408163265,1.2673469387755103,143.6,4.759183673469388
Week176 (2013-10-06),8.185714285714287,0.6755102040816326,335.6,4.43061224489796
Week177 (2013-10-13),10.893877551020408,1.6775510204081634,105.6,6.285714285714286
Week178 (2013-10-20),8.53061224489796,-0.9612244897959183,155.20000000000002,3.7846938775510206
Week179 (2013-10-27),8.018367346938774,1.75,503.40000000000003,4.884183673469387
Week180 (2013-11-03),11.791836734693877,2.753061224489796,24.6,7.272448979591837
Week181 (2013-11-10),12.777551020408163,2.6183673469387756,96.0,7.697959183673469
Week182 (2013-11-17),7.3591836734693885,0.24285714285714283,504.2,3.8010204081632657
Week183 (2013-11-24),13.83061224489796,4.912244897959184,114.8,9.371428571428572
Week184 (2013-12-01),14.49795918367347,3.059183673469388,111.8,8.778571428571428
Week185 (2013-12-08),13.114285714285714,4.251020408163265,542.0,8.682653061224489
Week186 (2013-12-15),13.040816326530612,4.357142857142857,75.8,8.698979591836734
Week187 (2013-12-22),21.914285714285715,11.140816326530611,22.4,16.52755102040816
Week188 (2013-12-29),16.018367346938774,6.608163265306123,261.59999999999997,11.31326530612245
Week189 (2014-01-05),14.318367346938777,5.179591836734694,42.6,9.748979591836736
Week190 (2014-01-12),16.66938775510204,5.357142857142857,31.8,11.013265306122449
Week191 (2014-01-19),26.353061224489796,15.23469387755102,38.6,20.793877551020408
Week192 (2014-01-26),16.759183673469387,6.118367346938776,402.4,11.438775510204081
Week193 (2014-02-02),24.436734693877554,13.93673469387755,3.1999999999999997,19.186734693877554
Week194 (2014-02-09),21.848979591836734,10.412244897959184,20.4,16.13061224489796
Week195 (2014-02-16),19.775510204081634,11.346938775510203,227.0,15.561224489795919
Week196 (2014-02-23),15.614285714285714,4.846938775510204,145.4,10.230612244897959
Week197 (2014-03-02),16.457142857142856,8.228571428571428,130.2,12.342857142857142
Week198 (2014-03-09),17.542857142857144,8.402040816326531,107.0,12.972448979591839
Week199 (2014-03-16),15.130612244897959,7.96530612244898,257.0,11.54795918367347
Week200 (2014-03-23),12.746938775510204,5.142857142857143,226.2,8.944897959183674
Week201 (2014-03-30),12.56734693877551,6.622448979591836,301.6,9.594897959183672
Week202 (2014-04-06),13.040816326530612,6.9437500000000005,273.0,9.992283163265306
Week203 (2014-04-13),10.689795918367347,5.463265306122449,523.2,8.076530612244898
Week204 (2014-04-20),8.16530612244898,0.5387755102040817,42.4,4.3520408163265305
Week205 (2014-04-27),8.830612244897958,1.8714285714285714,76.0,5.351020408163265
Week206 (2014-05-04),4.953061224489796,0.08367346938775509,271.6,2.5183673469387755
Week207 (2014-05-11),5.906122448979591,-1.2142857142857142,229.2,2.3459183673469384
Week208 (2014-05-18),8.884444444444444,2.6934782608695653,1.0,5.7889613526570045
Week209 (2014-05-25),7.480434782608696,4.284782608695652,294.2,5.8826086956521735
Week210 (2014-06-01),7.036734693877551,2.573469387755102,558.6,4.805102040816326
Week211 (2014-06-08),4.942857142857143,-0.15102040816326534,326.8,2.3959183673469386
Week212 (2014-06-15),5.022448979591837,-0.33877551020408164,236.2,2.3418367346938775
Week213 (2014-06-22),4.683673469387755,-0.44081632653061226,125.39999999999999,2.1214285714285714
Week214 (2014-06-29),0.3081632653061224,-2.5530612244897957,634.2,-1.1224489795918366
Week215 (2014-07-06),1.236734693877551,-2.363265306122449,301.2,-0.563265306122449
Week216 (2014-07-13),-0.2,-3.516326530612245,257.0,-1.8581632653061226
Week217 (2014-07-20),0.14897959183673465,-3.6857142857142855,244.0,-1.7683673469387755
Week218 (2014-07-27),3.0367346938775515,-1.9428571428571428,104.2,0.5469387755102043
Week219 (2014-08-03),0.8142857142857143,-2.9562500000000003,379.0,-1.0709821428571429
Week220 (2014-08-10),2.6367346938775507,-3.26734693877551,25.8,-0.3153061224489797
Week221 (2014-08-17),3.3877551020408165,-4.757142857142857,46.4,-0.6846938775510203
Week222 (2014-08-24),4.763265306122449,-1.2224489795918367,162.6,1.770408163265306
Week223 (2014-08-31),6.771428571428571,-0.4387755102040816,74.4,3.166326530612245
Week224 (2014-09-07),4.161224489795918,-2.522448979591837,153.0,0.8193877551020408
Week225 (2014-09-14),5.793877551020408,0.05102040816326532,326.2,2.9224489795918367
Week226 (2014-09-21),5.144897959183673,-1.5244897959183674,125.2,1.8102040816326528
Week227 (2014-09-28),9.591836734693878,2.0877551020408163,188.0,5.839795918367347
Week228 (2014-10-05),10.791836734693877,1.5408163265306123,45.6,6.166326530612245
Week229 (2014-10-12),11.53061224489796,3.6612244897959183,284.8,7.595918367346939
Week230 (2014-10-19),7.346938775510204,-0.21020408163265314,289.0,3.5683673469387758
Week231 (2014-10-26),17.622448979591837,7.346938775510204,2.2,12.48469387755102
Week232 (2014-11-02),10.855102040816327,3.1306122448979594,264.2,6.992857142857143
Week233 (2014-11-09),15.26122448979592,3.989795918367347,10.2,9.625510204081634
Week234 (2014-11-16),15.77659574468085,7.29375,253.0,11.535172872340425
Week235 (2014-11-23),15.67142857142857,6.171428571428571,88.2,10.92142857142857
Week236 (2014-11-30),14.693877551020408,5.110204081632653,267.0,9.902040816326531
Week237 (2014-12-07),15.651020408163264,8.755102040816327,622.0,12.203061224489796
Week238 (2014-12-14),14.83061224489796,6.2306122448979595,246.6,10.53061224489796
Week239 (2014-12-21),16.081632653061224,4.830612244897959,65.0,10.456122448979592
Week240 (2014-12-28),16.402040816326533,7.2,156.8,11.801020408163266
Week241 (2015-01-04),18.20408163265306,8.204081632653061,29.6,13.204081632653061
Week242 (2015-01-11),18.369387755102043,11.155102040816328,468.8,14.762244897959185
Week243 (2015-01-18),14.306122448979592,6.681632653061224,374.6,10.493877551020407
Week244 (2015-01-25),17.81860465116279,8.811363636363636,229.0,13.314984143763212
Week245 (2015-02-01),11.180952380952382,2.7785714285714285,52.0,6.979761904761905
Week246 (2015-02-08),18.14468085106383,6.772340425531915,2.8,12.458510638297872
Week247 (2015-02-15),18.057142857142857,9.620408163265306,339.4,13.838775510204082
Week248 (2015-02-22),19.993877551020407,10.955102040816326,129.0,15.474489795918366
Week249 (2015-03-01),16.393478260869564,9.058695652173913,170.8,12.726086956521739
Week250 (2015-03-08),13.628571428571428,4.0836734693877546,36.4,8.85612244897959
Week251 (2015-03-15),14.63877551020408,5.208163265306122,14.400000000000002,9.923469387755102
Week252 (2015-03-22),15.122448979591837,5.740816326530613,63.8,10.431632653061225
Week253 (2015-03-29),9.987755102040817,2.7387755102040816,139.8,6.363265306122449
Week254 (2015-04-05),13.33265306122449,5.016326530612245,20.6,9.174489795918367
Week255 (2015-04-12),8.904081632653062,2.1551020408163266,212.2,5.529591836734694
Week256 (2015-04-19),9.955102040816326,4.771428571428571,682.6,7.3632653061224485
Week257 (2015-04-26),6.104166666666667,1.0387755102040817,352.0,3.5714710884353744
Week258 (2015-05-03),8.810204081632653,0.473469387755102,30.8,4.641836734693878
Week259 (2015-05-10),3.871428571428571,0.20816326530612247,387.0,2.039795918367347
Week260 (2015-05-17),5.179591836734694,-0.9081632653061225,409.0,2.135714285714286
Week261 (2015-05-24),7.363265306122449,1.0040816326530613,242.0,4.183673469387755
Week262 (2015-05-31),4.308163265306122,0.710204081632653,193.0,2.5091836734693875
Week263 (2015-06-07),2.728571428571428,-4.244897959183674,178.6,-0.7581632653061228
Week264 (2015-06-14),7.060869565217391,-0.6361702127659574,69.6,3.212349676225717
Week265 (2015-06-21),3.55,-1.2523809523809522,241.0,1.1488095238095237
Week266 (2015-06-28),6.378571428571428,-0.7523809523809524,29.6,2.813095238095238
Week267 (2015-07-05),3.185714285714286,-3.7452380952380957,54.0,-0.2797619047619049
Week268 (2015-07-12),1.5191489361702128,-3.008888888888889,177.4,-0.744869976359338
Week269 (2015-07-19),-0.8306122448979593,-5.089795918367347,320.8,-2.960204081632653
Week270 (2015-07-26),0.9142857142857144,-2.3183673469387753,297.2,-0.7020408163265305
Week271 (2015-08-02),0.5714285714285714,-3.7693877551020405,283.4,-1.5989795918367347
Week272 (2015-08-09),-0.6387755102040815,-5.153061224489796,211.20000000000002,-2.8959183673469386
Week273 (2015-08-16),1.2448979591836735,-2.861224489795918,75.8,-0.8081632653061223
Week274 (2015-08-23),3.583673469387755,-2.277551020408163,146.2,0.653061224489796
Week275 (2015-08-30),1.7551020408163265,-2.1408163265306124,339.8,-0.19285714285714295
Week276 (2015-09-06),4.571111111111111,-2.4478260869565216,74.6,1.0616425120772945
Week277 (2015-09-13),6.495238095238095,-0.842857142857143,107.0,2.826190476190476
Week278 (2015-09-20),6.911904761904762,-0.11666666666666667,78.6,3.397619047619048
Week279 (2015-09-27),4.454761904761905,-2.130952380952381,98.19999999999999,1.161904761904762
Week280 (2015-10-04),12.902380952380952,3.7571428571428576,1.2000000000000002,8.329761904761904
Week281 (2015-10-11),16.321428571428573,6.9,148.0,11.610714285714288
Week282 (2015-10-18),14.791666666666666,6.172340425531916,45.199999999999996,10.48200354609929
Week283 (2015-10-25),13.375510204081632,5.857142857142857,184.79999999999998,9.616326530612245
Week284 (2015-11-01),13.679591836734692,4.13265306122449,82.2,8.906122448979591
Week285 (2015-11-08),13.104081632653061,5.2122448979591836,493.2,9.158163265306122
Week286 (2015-11-15),14.046666666666667,5.939130434782609,301.8,9.992898550724638
Week287 (2015-11-22),16.847916666666666,6.976595744680851,27.8,11.912256205673758
Week288 (2015-11-29),12.877551020408163,3.148979591836735,23.2,8.013265306122449
Week289 (2015-12-06),17.191836734693876,5.089795918367347,51.4,11.140816326530611
Week290 (2015-12-13),14.704081632653061,6.759183673469387,178.8,10.731632653061224
Week291 (2015-12-20),21.46530612244898,10.679591836734692,12.8,16.072448979591837
Week292 (2015-12-27),15.181632653061223,6.053061224489796,479.0,10.61734693877551
Week293 (2016-01-03),18.189795918367345,8.728571428571428,75.6,13.459183673469386
Week294 (2016-01-10),15.383673469387753,7.354166666666667,419.6,11.36892006802721
Week295 (2016-01-17),19.00204081632653,8.332653061224491,145.6,13.66734693877551
Week296 (2016-01-24),18.8734693877551,11.110204081632652,229.20000000000002,14.991836734693877
Week297 (2016-01-31),15.173469387755102,7.410204081632654,480.8,11.291836734693877
Week298 (2016-02-07),16.275510204081634,6.191836734693877,173.0,11.233673469387755
Week299 (2016-02-14),19.96734693877551,10.806122448979592,0.6,15.38673469387755
Week300 (2016-02-21),15.873469387755101,5.357142857142857,36.0,10.61530612244898
Week301 (2016-02-28),20.689795918367345,11.275510204081632,10.4,15.98265306122449
Week302 (2016-03-06),22.522448979591836,12.114285714285714,39.4,17.318367346938775
Week303 (2016-03-13),21.20408163265306,12.844897959183672,166.4,17.024489795918367
Week304 (2016-03-20),13.43673469387755,6.338775510204082,427.0,9.887755102040817
Week305 (2016-03-27),12.6,4.842857142857143,31.2,8.721428571428572
Week306 (2016-04-03),11.916326530612244,4.5836734693877546,40.2,8.25
Week307 (2016-04-10),11.961224489795919,4.314285714285714,100.4,8.137755102040817
Week308 (2016-04-17),12.738775510204082,5.236734693877551,34.6,8.987755102040817
Week309 (2016-04-24),12.06938775510204,3.9571428571428573,121.6,8.013265306122449
Week310 (2016-05-01),11.204081632653061,5.86734693877551,324.8,8.535714285714285
Week311 (2016-05-08),8.208163265306123,1.2999999999999998,154.4,4.754081632653062
Week312 (2016-05-15),7.4346938775510205,3.0775510204081633,1174.6,5.256122448979592
Week313 (2016-05-22),7.969387755102041,1.7040816326530612,167.4,4.836734693877551
Week314 (2016-05-29),1.8306122448979592,-1.5571428571428572,318.6,0.136734693877551
Week315 (2016-06-05),5.373469387755102,-0.3428571428571428,178.2,2.5153061224489797
Week316 (2016-06-12),2.704081632653061,-1.0959183673469388,847.2,0.8040816326530611
Week317 (2016-06-19),6.516326530612245,0.8375,111.0,3.6769132653061227
Week318 (2016-06-26),-0.08775510204081628,-2.6265306122448977,629.0,-1.357142857142857
Week319 (2016-07-03),0.7591836734693876,-3.5714285714285716,105.2,-1.406122448979592
Week320 (2016-07-10),2.3224489795918366,-0.9795918367346939,262.59999999999997,0.6714285714285714
Week321 (2016-07-17),2.1021276595744682,-3.4183673469387754,239.8,-0.6581198436821536
Week322 (2016-07-24),4.038775510204082,0.2571428571428571,761.4,2.1479591836734695
Week323 (2016-07-31),0.35714285714285715,-3.371428571428571,201.0,-1.507142857142857
Week324 (2016-08-07),0.8928571428571429,-3.5372093023255813,187.2,-1.3221760797342192
Week325 (2016-08-14),2.5357142857142856,-2.6833333333333336,167.2,-0.07380952380952399
Week326 (2016-08-21),3.7723404255319153,-0.6021739130434782,242.0,1.5850832562442185
Week327 (2016-08-28),0.7612244897959183,-4.073469387755102,162.20000000000002,-1.6561224489795918
Week328 (2016-09-04),5.151063829787234,-0.05918367346938774,596.4,2.545940078158923
Week329 (2016-09-11),7.634693877551021,2.0918367346938775,343.79999999999995,4.863265306122449
Week330 (2016-09-18),3.9591836734693877,-0.7083333333333334,274.6,1.6254251700680271
Week331 (2016-09-25),5.677551020408163,-0.3489795918367347,250.8,2.664285714285714
