Week,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),Mean temperature (Degree C)
Week332 (2016-10-02),3.8511111111111114,-1.6354166666666667,432.40000000000003,1.1078472222222224
Week333 (2016-10-09),6.0653061224489795,-0.6063829787234042,455.6,2.7294615718627875
Week334 (2016-10-16),5.461224489795919,-1.6612244897959185,238.20000000000002,1.9000000000000004
Week335 (2016-10-23),4.208163265306122,-2.2285714285714286,655.0,0.9897959183673466
Week336 (2016-10-30),11.057142857142857,1.6102040816326533,86.0,6.333673469387755
Week337 (2016-11-06),6.687755102040816,-1.4510204081632652,151.2,2.6183673469387756
Week338 (2016-11-13),11.848979591836736,3.5979591836734697,107.0,7.723469387755102
Week339 (2016-11-20),15.059183673469388,5.385714285714285,296.2,10.222448979591837
Week340 (2016-11-27),12.724489795918368,4.23469387755102,300.6,8.479591836734695
Week341 (2016-12-04),16.742857142857144,7.448979591836735,3.0,12.09591836734694
Week342 (2016-12-11),13.951020408163266,5.075510204081632,286.4,9.513265306122449
Week343 (2016-12-18),15.048979591836734,6.581632653061225,68.4,10.815306122448979
Week344 (2016-12-25),17.855102040816327,7.216326530612245,51.6,12.535714285714286
Week345 (2017-01-01),17.834693877551018,12.363265306122448,713.0,15.098979591836734
Week346 (2017-01-08),19.277551020408165,9.346938775510203,52.2,14.312244897959184
Week347 (2017-01-15),18.055102040816326,9.863265306122448,566.8,13.959183673469386
Week348 (2017-01-22),19.051020408163264,8.514285714285714,306.8,13.78265306122449
Week349 (2017-01-29),20.1375,10.840425531914894,24.8,15.488962765957446
Week350 (2017-02-05),18.479545454545455,10.3,17.6,14.389772727272728
Week351 (2017-02-12),19.330434782608698,13.04888888888889,258.0,16.189661835748794
Week352 (2017-02-19),14.00204081632653,4.9918367346938775,93.0,9.496938775510204
Week353 (2017-02-26),15.259183673469389,5.1959183673469385,104.8,10.227551020408164
Week354 (2017-03-05),18.024489795918367,8.953061224489796,145.0,13.488775510204082
Week355 (2017-03-12),16.510204081632654,6.514285714285714,21.6,11.512244897959185
Week356 (2017-03-19),18.14081632653061,8.720833333333333,28.2,13.430824829931971
Week357 (2017-03-26),15.393877551020408,9.575510204081633,355.4,12.48469387755102
Week358 (2017-04-02),12.16530612244898,3.9346938775510205,149.8,8.05
Week359 (2017-04-09),10.53061224489796,3.426530612244898,121.8,6.978571428571429
Week360 (2017-04-16),9.56938775510204,1.3918367346938776,348.2,5.480612244897959
Week361 (2017-04-23),12.19795918367347,5.440816326530613,126.2,8.819387755102042
Week362 (2017-04-30),8.451020408163266,1.153061224489796,574.4,4.802040816326532
Week363 (2017-05-07),5.673469387755102,-0.44285714285714284,66.8,2.6153061224489793
Week364 (2017-05-14),8.316326530612244,0.24897959183673468,15.799999999999999,4.282653061224489
Week365 (2017-05-21),8.448979591836734,1.9489795918367347,170.6,5.198979591836734
Week366 (2017-05-28),6.106122448979591,1.1346938775510205,206.6,3.620408163265306
Week367 (2017-06-04),1.769387755102041,-3.973469387755102,189.0,-1.1020408163265305
Week368 (2017-06-11),4.426530612244898,-1.7081632653061225,85.6,1.3591836734693876
Week369 (2017-06-18),8.026530612244898,0.35833333333333334,2.4,4.192431972789115
Week370 (2017-06-25),3.8734693877551023,-1.4448979591836735,19.200000000000003,1.2142857142857144
Week371 (2017-07-02),2.1204081632653065,-4.116326530612245,63.8,-0.9979591836734691
Week372 (2017-07-09),-0.02244897959183671,-2.620833333333333,334.4,-1.321641156462585
Week373 (2017-07-16),0.3591836734693878,-4.222916666666666,70.8,-1.9318664965986394
Week374 (2017-07-23),0.3142857142857143,-3.916326530612245,225.8,-1.8010204081632653
Week375 (2017-07-30),2.0408163265306123,-2.1918367346938776,194.6,-0.07551020408163267
Week376 (2017-08-06),0.8387755102040817,-3.0775510204081633,180.4,-1.1193877551020408
Week377 (2017-08-13),1.8127659574468085,-2.1346938775510202,254.0,-0.1609639600521059
Week378 (2017-08-20),0.7916666666666666,-2.7081632653061223,855.4,-0.9582482993197279
Week379 (2017-08-27),0.8755102040816326,-3.989795918367347,102.6,-1.5571428571428572
Week380 (2017-09-03),3.246938775510204,-4.355102040816327,49.800000000000004,-0.5540816326530613
Week381 (2017-09-10),-0.2755102040816326,-4.316326530612245,371.4,-2.295918367346939
Week382 (2017-09-17),3.6979591836734693,-2.1530612244897958,291.8,0.7724489795918368
Week383 (2017-09-24),8.289795918367346,1.0326530612244897,58.2,4.661224489795918
Week384 (2017-10-01),5.281632653061225,-0.9795918367346939,110.60000000000001,2.1510204081632653
Week385 (2017-10-08),9.883673469387755,1.5591836734693878,57.199999999999996,5.7214285714285715
Week386 (2017-10-15),10.60212765957447,1.5999999999999999,246.4,6.101063829787234
Week387 (2017-10-22),13.206122448979592,4.5265306122448985,175.8,8.866326530612245
Week388 (2017-10-29),12.083673469387756,4.295918367346939,207.20000000000002,8.189795918367349
Week389 (2017-11-05),7.024489795918367,-1.3775510204081634,149.20000000000002,2.8234693877551016
Week390 (2017-11-12),12.689795918367347,2.2755102040816326,142.0,7.4826530612244895
Week391 (2017-11-19),15.48936170212766,7.08125,178.6,11.28530585106383
Week392 (2017-11-26),18.35217391304348,8.229787234042554,71.0,13.290980573543017
Week393 (2017-12-03),15.922222222222222,8.939130434782609,881.0,12.430676328502415
Week394 (2017-12-10),11.465909090909092,3.1,239.4,7.282954545454546
Week395 (2017-12-17),19.504166666666666,10.638297872340425,9.4,15.071232269503547
Week396 (2017-12-24),17.964583333333334,9.60204081632653,127.39999999999999,13.783312074829933
Week397 (2017-12-31),17.14081632653061,7.2877551020408164,371.8,12.214285714285714
Week398 (2018-01-07),19.881632653061224,9.308163265306122,2.4000000000000004,14.594897959183672
Week399 (2018-01-14),15.812244897959182,8.410204081632653,513.4,12.111224489795918
Week400 (2018-01-21),20.95714285714286,9.075000000000001,9.6,15.01607142857143
Week401 (2018-01-28),22.226086956521737,13.821739130434782,110.2,18.02391304347826
Week402 (2018-02-04),15.06326530612245,5.627083333333334,205.20000000000002,10.345174319727892
Week403 (2018-02-11),20.099999999999998,11.13877551020408,34.800000000000004,15.61938775510204
Week404 (2018-02-18),16.577551020408162,6.302040816326531,7.0,11.439795918367347
Week405 (2018-02-25),15.859183673469389,8.877551020408163,205.2,12.368367346938776
Week406 (2018-03-04),17.151020408163266,6.206122448979592,89.80000000000001,11.678571428571429
Week407 (2018-03-11),17.808163265306124,6.6375,2.8000000000000003,12.222831632653062
Week408 (2018-03-18),16.271428571428572,6.742857142857142,8.6,11.507142857142856
Week409 (2018-03-25),12.116326530612247,5.1938775510204085,285.4,8.655102040816328
Week410 (2018-04-01),13.553061224489797,3.8755102040816327,252.8,8.714285714285715
Week411 (2018-04-08),16.020408163265305,6.96530612244898,0.8,11.492857142857142
Week412 (2018-04-15),13.791666666666666,7.285714285714286,279.6,10.538690476190476
Week413 (2018-04-22),12.90408163265306,3.983673469387755,289.2,8.443877551020407
Week414 (2018-04-29),11.879591836734694,3.7687500000000003,9.8,7.824170918367347
Week415 (2018-05-06),9.14468085106383,2.4085106382978725,283.0,5.776595744680852
Week416 (2018-05-13),4.825,-0.575,255.0,2.125
Week417 (2018-05-20),5.8591836734693885,-1.289795918367347,42.8,2.2846938775510206
Week418 (2018-05-27),9.036734693877552,1.529787234042553,80.4,5.2832609639600525
Week419 (2018-06-03),3.9632653061224485,-0.9897959183673469,139.2,1.4867346938775508
Week420 (2018-06-10),4.430612244897959,0.008163265306122457,209.0,2.2193877551020407
Week421 (2018-06-17),0.30625,-2.4877551020408166,494.8,-1.0907525510204084
Week422 (2018-06-24),1.3755102040816325,-3.608333333333333,302.2,-1.1164115646258503
Week423 (2018-07-01),2.289795918367347,-3.11875,73.6,-0.4144770408163265
Week424 (2018-07-08),2.8632653061224493,-1.777551020408163,270.4,0.5428571428571431
Week425 (2018-07-15),1.753061224489796,-4.793877551020408,80.6,-1.520408163265306
Week426 (2018-07-22),-0.1583333333333333,-4.508333333333334,127.0,-2.3333333333333335
Week427 (2018-07-29),1.5571428571428572,-2.144897959183673,181.6,-0.293877551020408
Week428 (2018-08-05),1.7717391304347827,-3.3446808510638295,314.8,-0.7864708603145234
Week429 (2018-08-12),0.5577777777777777,-3.358139534883721,314.0,-1.4001808785529715
Week430 (2018-08-19),0.03673469387755097,-3.3854166666666665,255.2,-1.6743409863945578
Week431 (2018-08-26),1.3244897959183675,-4.05,132.2,-1.3627551020408162
Week432 (2018-09-02),1.1081632653061224,-5.214583333333334,155.6,-2.0532100340136057
Week433 (2018-09-09),4.370212765957447,-2.111111111111111,163.6,1.129550827423168
Week434 (2018-09-16),6.835416666666667,0.10000000000000005,38.4,3.4677083333333334
Week435 (2018-09-23),5.030612244897959,-1.8895833333333334,46.6,1.570514455782313
Week436 (2018-09-30),6.177083333333333,-2.6166666666666667,58.0,1.7802083333333332
Week437 (2018-10-07),9.302040816326532,1.9979591836734696,49.6,5.65
Week438 (2018-10-14),9.575510204081633,1.097872340425532,102.2,5.336691272253582
Week439 (2018-10-21),11.554347826086957,4.682608695652174,190.6,8.118478260869566
Week440 (2018-10-28),12.773913043478261,1.4951219512195122,5.6000000000000005,7.134517497348886
Week441 (2018-11-04),15.670212765957446,6.139130434782608,32.8,10.904671600370026
Week442 (2018-11-11),9.708163265306123,2.573469387755102,373.8,6.140816326530612
Week443 (2018-11-18),13.257142857142858,5.16734693877551,190.20000000000002,9.212244897959184
Week444 (2018-11-25),8.69591836734694,2.6979591836734693,624.6,5.696938775510205
Week445 (2018-12-02),12.197872340425532,4.004166666666666,128.0,8.101019503546098
Week446 (2018-12-09),18.08809523809524,7.826190476190476,45.8,12.957142857142857
Week447 (2018-12-16),16.153658536585368,8.142857142857142,468.6,12.148257839721255
Week448 (2018-12-23),15.846666666666668,6.351162790697675,86.2,11.098914728682171
Week449 (2018-12-30),22.114285714285714,12.769387755102041,10.6,17.44183673469388
Week450 (2019-01-06),21.010416666666668,11.881632653061226,55.4,16.446024659863948
Week451 (2019-01-13),19.806122448979593,9.110204081632652,81.4,14.458163265306123
Week452 (2019-01-20),25.35625,14.043750000000001,35.8,19.7
Week453 (2019-01-27),24.443749999999998,14.353061224489794,42.0,19.398405612244897
Week454 (2019-02-03),19.67142857142857,10.33469387755102,126.39999999999999,15.003061224489795
Week455 (2019-02-10),16.289583333333333,9.208333333333334,287.8,12.748958333333334
Week456 (2019-02-17),15.425531914893616,5.6020408163265305,64.6,10.513786365610073
Week457 (2019-02-24),17.766666666666666,6.6127659574468085,9.0,12.189716312056737
Week458 (2019-03-03),21.8265306122449,10.98723404255319,9.2,16.406882327399046
Week459 (2019-03-10),15.524489795918369,7.085714285714285,162.8,11.305102040816326
Week460 (2019-03-17),14.146938775510206,5.330612244897959,42.6,9.738775510204082
Week461 (2019-03-24),16.089795918367347,9.059183673469388,200.4,12.574489795918367
Week462 (2019-03-31),9.764583333333333,2.5124999999999997,678.8,6.138541666666666
Week463 (2019-04-07),11.979591836734693,4.920408163265306,30.0,8.45
Week464 (2019-04-14),10.255102040816327,2.1183673469387756,74.2,6.186734693877551
Week465 (2019-04-21),14.359183673469389,7.042857142857144,0.0,10.701020408163266
Week466 (2019-04-28),10.140816326530611,3.726530612244898,98.8,6.933673469387754
Week467 (2019-05-05),9.10909090909091,3.8760869565217395,412.0,6.492588932806324
Week468 (2019-05-12),5.0476190476190474,-0.5547619047619048,166.2,2.2464285714285714
Week469 (2019-05-19),10.115555555555556,1.48,0.2,5.797777777777778
Week470 (2019-05-26),7.606976744186047,2.640909090909091,165.6,5.123942917547569
Week471 (2019-06-02),1.2872340425531914,-3.3978260869565218,431.8,-1.0552960222016652
Week472 (2019-06-09),4.364444444444445,-1.8090909090909089,153.4,1.277676767676768
Week473 (2019-06-16),4.610526315789474,0.8341463414634147,489.2,2.722336328626444
Week474 (2019-06-23),0.7159090909090909,-4.656818181818182,99.0,-1.9704545454545457
Week475 (2019-06-30),5.328571428571429,-1.373469387755102,203.8,1.9775510204081637
Week476 (2019-07-07),4.366666666666666,-1.7183673469387755,14.2,1.3241496598639455
Week477 (2019-07-14),0.09999999999999999,-2.8346938775510204,554.0,-1.3673469387755102
Week478 (2019-07-21),1.4354166666666666,-2.9729166666666664,240.4,-0.7687499999999999
Week479 (2019-07-28),3.0979166666666664,-2.0437499999999997,97.8,0.5270833333333333
Week480 (2019-08-04),4.402040816326531,-2.5408163265306123,56.6,0.9306122448979595
Week481 (2019-08-11),0.06326530612244897,-4.106122448979591,314.4,-2.0214285714285714
Week482 (2019-08-18),2.3591836734693876,-3.2979591836734694,156.0,-0.4693877551020409
Week483 (2019-08-25),2.3040816326530615,-3.7204081632653065,343.4,-0.7081632653061225
Week484 (2019-09-01),4.006122448979592,-3.977551020408163,50.800000000000004,0.014285714285714235
Week485 (2019-09-08),4.581632653061225,-0.5041666666666665,273.8,2.038732993197279
Week486 (2019-09-15),6.189583333333334,-1.6020408163265305,139.6,2.293771258503402
Week487 (2019-09-22),6.4,0.23958333333333334,323.40000000000003,3.3197916666666667
Week488 (2019-09-29),5.221951219512195,-2.1285714285714286,56.0,1.5466898954703832
Week489 (2019-10-06),12.928571428571429,3.657142857142857,25.4,8.292857142857143
Week490 (2019-10-13),6.078571428571429,-0.7928571428571429,79.0,2.6428571428571432
Week491 (2019-10-20),7.851282051282051,0.7105263157894738,173.8,4.280904183535762
Week492 (2019-10-27),13.41578947368421,4.127777777777777,44.8,8.771783625730993
Week493 (2019-11-03),16.361363636363635,7.3619047619047615,171.2,11.861634199134198
Week494 (2019-11-10),5.0,-1.7782608695652173,543.2,1.6108695652173912
Week495 (2019-11-17),9.555813953488371,0.35581395348837214,38.6,4.955813953488372
Week496 (2019-11-24),18.8025641025641,7.227500000000001,2.2,13.015032051282052
Week497 (2019-12-01),12.305128205128204,3.9825000000000004,76.0,8.143814102564102
Week498 (2019-12-08),10.694594594594594,1.15,115.8,5.922297297297297
Week499 (2019-12-15),16.795121951219514,6.322222222222222,1.2,11.558672086720868
Week500 (2019-12-22),23.481818181818184,11.904444444444445,0.0,17.693131313131314
Week501 (2019-12-29),22.78139534883721,10.768181818181818,4.8,16.774788583509515
Week502 (2020-01-05),22.143478260869564,12.600000000000001,9.4,17.371739130434783
Week503 (2020-01-12),19.05217391304348,7.044444444444444,134.79999999999998,13.048309178743962
Week504 (2020-01-19),18.721739130434784,8.245454545454546,85.0,13.483596837944665
Week505 (2020-01-26),16.128260869565217,7.132558139534884,459.4,11.63040950455005
Week506 (2020-02-02),23.68888888888889,13.78139534883721,59.0,18.73514211886305
Week507 (2020-02-09),15.665217391304349,5.9173913043478255,98.4,10.791304347826088
Week508 (2020-02-16),17.728571428571428,10.502439024390245,584.0,14.115505226480836
Week509 (2020-02-23),15.704444444444446,6.415555555555556,173.4,11.06
Week510 (2020-03-01),16.291836734693877,7.089795918367346,70.8,11.690816326530612
Week511 (2020-03-08),13.53265306122449,7.6875,550.8,10.610076530612245
Week512 (2020-03-15),12.506382978723403,3.6791666666666667,107.80000000000001,8.092774822695034
Week513 (2020-03-22),14.639583333333334,5.938297872340426,12.0,10.288940602836881
Week514 (2020-03-29),12.456249999999999,3.228571428571428,18.2,7.842410714285713
Week515 (2020-04-05),10.264444444444443,5.0,544.6,7.632222222222222
Week516 (2020-04-12),8.716666666666667,1.469387755102041,305.6,5.093027210884354
Week517 (2020-04-19),11.165957446808509,3.497916666666667,35.8,7.331937056737588
Week518 (2020-04-26),8.530434782608696,2.789130434782609,206.0,5.659782608695652
Week519 (2020-05-03),4.520833333333333,-0.26595744680851063,1002.4,2.1274379432624113
Week520 (2020-05-10),5.856521739130434,0.6959183673469388,185.2,3.2762200532386863
Week521 (2020-05-17),5.78125,-1.75,35.0,2.015625
Week522 (2020-05-24),3.8317073170731706,-0.3931818181818182,164.6,1.7192627494456763
Week523 (2020-05-31),6.052380952380952,0.1585365853658536,13.4,3.1054587688734028
Week524 (2020-06-07),3.8225000000000002,-1.9857142857142855,118.6,0.9183928571428573
Week525 (2020-06-14),5.585365853658536,-0.9375,226.4,2.323932926829268
Week526 (2020-06-21),3.911904761904762,-0.04047619047619047,515.6,1.935714285714286
Week527 (2020-06-28),2.2166666666666663,-2.6595238095238094,157.79999999999998,-0.22142857142857153
Week528 (2020-07-05),2.1075,-2.65609756097561,247.6,-0.274298780487805
Week529 (2020-07-12),3.2720930232558136,-1.4133333333333333,67.6,0.9293798449612402
Week530 (2020-07-19),2.66734693877551,-2.370833333333333,298.8,0.14825680272108843
Week531 (2020-07-26),4.1959183673469385,-1.7916666666666667,71.6,1.2021258503401357
Week532 (2020-08-02),5.277083333333334,-0.876595744680851,214.8,2.200243794326241
Week533 (2020-08-09),0.5541666666666667,-3.936734693877551,245.0,-1.6912840136054421
Week534 (2020-08-16),3.9812499999999997,-0.7680851063829788,273.4,1.6065824468085106
Week535 (2020-08-23),-0.5697674418604651,-3.022222222222222,475.0,-1.7959948320413437
Week536 (2020-08-30),2.1609756097560977,-4.04047619047619,86.4,-0.9397502903600463
Week537 (2020-09-06),4.310526315789474,-1.9121951219512197,45.4,1.1991655969191273
Week538 (2020-09-13),8.515555555555554,1.497872340425532,94.2,5.006713947990543
Week539 (2020-09-20),10.261224489795918,3.5541666666666667,129.2,6.9076955782312925
Week540 (2020-09-27),1.6869565217391302,-2.0361702127659576,381.8,-0.17460684551341366
Week541 (2020-10-04),9.884782608695652,1.4333333333333333,195.4,5.659057971014493
Week542 (2020-10-11),7.619999999999999,3.393617021276596,750.0,5.506808510638297
Week543 (2020-10-18),12.234090909090908,4.646808510638298,491.4,8.440449709864602
Week544 (2020-10-25),10.382222222222222,3.2204545454545452,429.6,6.801338383838384
Week545 (2020-11-01),8.708695652173914,1.4617021276595745,266.0,5.085198889916744
Week546 (2020-11-08),12.726086956521739,2.1645833333333333,84.6,7.445335144927536
Week547 (2020-11-15),15.16938775510204,6.014583333333333,70.4,10.591985544217687
Week548 (2020-11-22),18.54888888888889,8.841304347826087,19.400000000000002,13.69509661835749
Week549 (2020-11-29),17.13170731707317,8.9,312.40000000000003,13.015853658536585
Week550 (2020-12-06),15.040476190476191,4.619047619047619,228.6,9.829761904761906
Week551 (2020-12-13),13.030434782608696,1.8431818181818185,127.2,7.436808300395257
Week552 (2020-12-20),16.6734693877551,7.606122448979591,154.6,12.139795918367346
Week553 (2020-12-27),14.373913043478263,4.7,166.0,9.536956521739132
Week554 (2021-01-03),15.546938775510203,6.8591836734693885,179.0,11.203061224489796
Week555 (2021-01-10),15.799999999999999,6.912244897959184,312.4,11.35612244897959
Week556 (2021-01-17),17.2,7.508163265306122,45.2,12.35408163265306
Week557 (2021-01-24),19.93877551020408,8.253061224489796,2.6,14.09591836734694
Week558 (2021-01-31),15.954347826086956,9.653061224489797,713.6,12.803704525288376
Week559 (2021-02-07),14.083333333333334,6.4734693877551015,657.4,10.278401360544217
Week560 (2021-02-14),16.046938775510203,7.56938775510204,166.0,11.80816326530612
Week561 (2021-02-21),18.45625,8.76734693877551,2.0,13.611798469387756
Week562 (2021-02-28),13.651020408163264,4.659183673469388,37.6,9.155102040816326
Week563 (2021-03-07),13.575000000000001,2.8836734693877553,19.2,8.229336734693877
Week564 (2021-03-14),14.526530612244898,7.0687500000000005,271.8,10.79764030612245
Week565 (2021-03-21),12.810204081632653,5.330612244897959,159.4,9.070408163265306
Week566 (2021-03-28),9.236170212765957,5.695833333333333,788.8,7.466001773049645
Week567 (2021-04-04),15.958333333333334,6.348936170212766,3.2,11.15363475177305
Week568 (2021-04-11),10.966666666666667,5.263829787234043,72.0,8.115248226950355
Week569 (2021-04-18),7.571739130434783,-0.19111111111111106,63.0,3.690314009661836
Week570 (2021-04-25),5.397777777777778,-0.9404255319148936,74.8,2.228676122931442
Week571 (2021-05-02),11.67659574468085,3.1374999999999997,1.4000000000000001,7.407047872340424
Week572 (2021-05-09),8.534782608695652,4.0285714285714285,412.8,6.28167701863354
Week573 (2021-05-16),2.8204081632653057,-0.7428571428571429,492.6,1.0387755102040814
Week574 (2021-05-23),6.964583333333334,-1.0145833333333332,67.2,2.975
Week575 (2021-05-30),4.551020408163265,-1.2625,306.4,1.6442602040816325
Week576 (2021-06-06),5.066666666666667,-0.5270833333333333,109.80000000000001,2.269791666666667
Week577 (2021-06-13),1.8090909090909089,-1.6863636363636365,783.8000000000001,0.061363636363636176
Week578 (2021-06-20),2.0040816326530613,-1.3916666666666666,133.8,0.30620748299319733
Week579 (2021-06-27),2.61875,-1.5632653061224488,657.2,0.5277423469387755
Week580 (2021-07-04),2.253061224489796,-1.989795918367347,120.6,0.1316326530612244
Week581 (2021-07-11),2.5083333333333333,-3.8836734693877553,69.8,-0.687670068027211
Week582 (2021-07-18),1.0319148936170213,-1.9437499999999999,403.4,-0.4559175531914893
Week583 (2021-07-25),-0.5804878048780489,-3.9547619047619045,251.4,-2.2676248548199767
Week584 (2021-08-01),1.776190476190476,-2.288095238095238,491.6,-0.25595238095238093
Week585 (2021-08-08),1.54375,-2.829166666666667,184.6,-0.6427083333333335
Week586 (2021-08-15),2.875,-1.4777777777777779,125.60000000000001,0.6986111111111111
Week587 (2021-08-22),4.411111111111111,-0.6454545454545455,79.2,1.882828282828283
Week588 (2021-08-29),1.1387755102040815,-2.438775510204082,321.6,-0.6500000000000001
Week589 (2021-09-05),6.173469387755102,1.5020408163265304,580.6,3.8377551020408163
Week590 (2021-09-12),6.20204081632653,-0.15714285714285714,51.6,3.0224489795918363
Week591 (2021-09-19),4.146938775510204,-2.326530612244898,325.0,0.9102040816326531
Week592 (2021-09-26),4.438775510204081,-2.3938775510204082,288.4,1.0224489795918366
Week593 (2021-10-03),7.664583333333333,1.7583333333333335,390.2,4.711458333333333
Week594 (2021-10-10),6.414583333333333,0.5755102040816327,202.2,3.495046768707483
Week595 (2021-10-17),5.542857142857144,-1.316326530612245,444.0,2.1132653061224493
Week596 (2021-10-24),9.263265306122449,1.5632653061224488,171.6,5.413265306122449
Week597 (2021-10-31),10.553333333333333,0.07608695652173915,72.0,5.314710144927536
Week598 (2021-11-07),13.16904761904762,6.092499999999999,351.8,9.63077380952381
Week599 (2021-11-14),8.269047619047619,1.6976190476190476,571.4,4.983333333333333
Week600 (2021-11-21),7.9452380952380945,0.6976190476190476,241.4,4.321428571428571
Week601 (2021-11-28),11.87142857142857,4.107142857142857,471.8,7.989285714285714
Week602 (2021-12-05),16.389473684210525,6.355263157894737,81.60000000000001,11.37236842105263
Week603 (2021-12-12),10.80857142857143,3.2323529411764707,306.2,7.02046218487395
Week604 (2021-12-19),17.45,8.417391304347825,157.4,12.933695652173913
Week605 (2021-12-26),17.58695652173913,7.510869565217392,304.8,12.54891304347826
Week606 (2022-01-02),18.391489361702128,7.491666666666667,2.6,12.941578014184397
Week607 (2022-01-09),17.847619047619048,9.783333333333333,305.0,13.81547619047619
Week608 (2022-01-16),18.35,10.1075,287.6,14.228750000000002
Week609 (2022-01-23),17.44468085106383,7.729787234042553,38.0,12.587234042553192
Week610 (2022-01-30),19.659183673469386,11.60204081632653,393.0,15.630612244897957
Week611 (2022-02-06),13.735714285714286,5.962790697674418,177.4,9.849252491694351
Week612 (2022-02-13),15.760000000000002,6.231111111111111,43.8,10.995555555555557
Week613 (2022-02-20),18.385714285714286,9.269387755102041,42.599999999999994,13.827551020408164
Week614 (2022-02-27),16.161224489795917,8.669387755102042,191.6,12.415306122448978
Week615 (2022-03-06),15.477551020408162,9.35744680851064,495.0,12.4174989144594
Week616 (2022-03-13),12.4734693877551,4.7877551020408164,134.0,8.630612244897959
Week617 (2022-03-20),15.56938775510204,8.061224489795919,115.4,11.81530612244898
Week618 (2022-03-27),14.859523809523811,6.17906976744186,62.8,10.519296788482835
Week619 (2022-04-03),10.247619047619047,4.292857142857143,183.4,7.270238095238095
Week620 (2022-04-10),10.64255319148936,5.497872340425531,319.6,8.070212765957447
Week621 (2022-04-17),11.77142857142857,4.036734693877551,22.6,7.90408163265306
Week622 (2022-04-24),9.287755102040817,3.163265306122449,332.6,6.225510204081633
Week623 (2022-05-01),9.991836734693878,3.604081632653061,250.2,6.79795918367347
Week624 (2022-05-08),4.820408163265306,0.038775510204081605,114.6,2.429591836734694
Week625 (2022-05-15),8.779166666666667,4.177551020408163,301.8,6.478358843537415
Week626 (2022-05-22),4.746938775510204,-0.9428571428571427,133.4,1.9020408163265305
Week627 (2022-05-29),6.204081632653061,0.6183673469387756,121.6,3.4112244897959183
Week628 (2022-06-05),-0.32653061224489793,-3.6551020408163266,233.0,-1.9908163265306122
Week629 (2022-06-12),-1.1020408163265305,-3.5673469387755103,313.0,-2.3346938775510204
Week630 (2022-06-19),2.7142857142857144,-2.677551020408163,251.4,0.01836734693877573
Week631 (2022-06-26),1.6755102040816325,-0.9551020408163267,316.8,0.36020408163265294
Week632 (2022-07-03),2.7795918367346935,-3.0,101.0,-0.11020408163265327
Week633 (2022-07-10),2.520408163265306,-2.9857142857142858,45.2,-0.23265306122448992
Week634 (2022-07-17),0.7306122448979593,-4.26530612244898,130.0,-1.76734693877551
Week635 (2022-07-24),2.0306122448979593,-3.25625,148.4,-0.6128188775510204
Week636 (2022-07-31),1.1673469387755102,-3.016326530612245,281.59999999999997,-0.9244897959183674
Week637 (2022-08-07),2.6133333333333333,-1.3977777777777778,764.8,0.6077777777777778
Week638 (2022-08-14),1.7928571428571427,-2.7023809523809526,170.4,-0.4547619047619049
Week639 (2022-08-21),2.1148936170212767,-2.325531914893617,536.4,-0.10531914893617023
Week640 (2022-08-28),3.295918367346939,-2.7,289.8,0.2979591836734694
Week641 (2022-09-04),4.837209302325581,-1.7325581395348837,197.8,1.5523255813953487
Week642 (2022-09-11),4.045238095238095,-0.9238095238095237,257.0,1.5607142857142857
Week643 (2022-09-18),2.392857142857143,-2.4595238095238097,356.2,-0.03333333333333344
Week644 (2022-09-25),7.123809523809523,0.6619047619047619,353.8,3.892857142857143
Week645 (2022-10-02),6.038095238095238,0.4166666666666667,299.0,3.2273809523809525
Week646 (2022-10-09),6.395238095238096,0.5547619047619048,415.4,3.475
Week647 (2022-10-16),7.4523809523809526,0.48571428571428565,543.8,3.969047619047619
Week648 (2022-10-23),12.004761904761905,4.571428571428571,344.2,8.288095238095238
Week649 (2022-10-30),7.180952380952381,2.5976190476190477,1163.4,4.889285714285714
Week650 (2022-11-06),6.7468085106382985,-0.15999999999999998,637.6,3.293404255319149
Week651 (2022-11-13),13.604444444444445,6.543478260869565,568.0,10.073961352657005
Week652 (2022-11-20),6.375,-0.5317073170731706,868.0,2.921646341463415
Week653 (2022-11-27),9.441025641025641,1.5487179487179488,309.0,5.494871794871795
Week654 (2022-12-04),13.851020408163267,4.220408163265306,41.8,9.035714285714286
Week655 (2022-12-11),11.016326530612243,2.389795918367347,107.4,6.703061224489796
Week656 (2022-12-18),5.912244897959184,-0.48163265306122444,591.2,2.71530612244898
Week657 (2022-12-25),15.972916666666668,5.783333333333334,29.6,10.878125
Week658 (2023-01-01),19.248979591836736,10.66734693877551,224.8,14.958163265306123
Week659 (2023-01-08),14.914285714285713,6.404081632653061,48.4,10.659183673469387
Week660 (2023-01-15),21.514583333333334,11.17142857142857,79.0,16.343005952380953
Week661 (2023-01-22),16.295454545454547,7.544444444444444,273.0,11.919949494949496
Week662 (2023-01-29),17.619565217391305,8.804444444444444,139.8,13.212004830917873
Week663 (2023-02-05),11.9,4.625531914893617,586.2,8.26276595744681
Week664 (2023-02-12),17.89761904761905,7.926190476190476,72.4,12.911904761904761
Week665 (2023-02-19),19.22826086956522,8.452272727272726,51.0,13.840266798418973
Week666 (2023-02-26),17.56122448979592,8.339583333333334,24.4,12.950403911564626
Week667 (2023-03-05),16.96938775510204,7.522448979591837,39.0,12.245918367346938
Week668 (2023-03-12),11.877551020408163,3.722448979591837,199.2,7.8
